age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
36,1,108293, Bachelors,13,0, Exec-managerial,2,0,1,0,1977,45,0,1
43,2,250802, Some-college,10,1, Craft-repair,4,0,0,0,0,35,0,0
44,1,325159, Some-college,10,1, Farming-fishing,4,0,0,0,0,40,0,0
44,0,174675, HS-grad,9,0, Prof-specialty,2,0,1,0,0,40,0,1
43,2,227065, Masters,14,0, Exec-managerial,1,0,0,0,0,43,0,1
51,2,269080, 7th-8th,4,1, Other-service,4,1,1,0,0,40,0,0
18,2,177722, HS-grad,9,1, Other-service,3,0,1,0,0,20,0,0
51,2,133461, Some-college,10,0, Exec-managerial,1,0,0,0,0,40,0,0
41,2,239683, 10th,6,0, Craft-repair,1,0,0,0,0,30, ?,0
44,1,398473, Some-college,10,0, Sales,1,0,0,0,0,70,0,1
33,0,298785, 10th,6,1, Transport-moving,0,0,0,0,0,40,0,0
33,1,123424, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,1
42,2,176286, Assoc-acdm,12,0, Exec-managerial,1,0,0,0,0,40,0,1
25,2,150062, Some-college,10,0, Prof-specialty,1,0,0,0,0,45,0,0
32,2,169240, HS-grad,9,1, Machine-op-inspct,0,0,1,0,0,38,0,0
32,2,288273, Bachelors,13,0, Craft-repair,1,0,0,0,0,70,1,0
36,2,526968, 10th,6,1, Exec-managerial,4,0,1,0,0,40,0,0
28,2,57066, HS-grad,9,0, Transport-moving,1,0,0,0,0,40,0,0
20,2,323573, HS-grad,9,1, Other-service,3,0,1,0,0,20,0,0
35,1,368825, Some-college,10,0, Sales,1,0,0,0,0,60,0,1
55,1,189721, HS-grad,9,0, Craft-repair,1,0,0,0,0,20,0,0
48,2,164966, Bachelors,13,0, Exec-managerial,1,2,0,0,0,40,1,1
36, ?,94954, Assoc-voc,11,1, ?,0,0,1,0,0,20,0,0
34,2,202046, HS-grad,9,0, Craft-repair,1,0,0,0,0,35,0,1
28,2,161538, Bachelors,13,1, Tech-support,0,0,1,0,0,35,0,0
67,2,105252, Bachelors,13,1, Exec-managerial,0,0,0,0,2392,40,0,1
37,2,200153, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
44,2,32185, HS-grad,9,1, Transport-moving,4,0,0,0,0,70,0,0
25,2,178326, Some-college,10,1, Sales,0,0,1,0,0,40,0,0
21,2,255957, Some-college,10,1, Exec-managerial,0,0,1,4101,0,40,0,0
40,0,188693, Masters,14,0, Prof-specialty,1,0,0,0,0,35,0,1
78,2,182977, HS-grad,9,1, Other-service,0,1,1,2964,0,40,0,0
34,2,159929, HS-grad,9,1, Handlers-cleaners,3,0,0,0,0,40,0,0
49,2,123207, HS-grad,9,1, Adm-clerical,0,0,1,0,0,44,0,0
22,2,284317, Assoc-acdm,12,1, Adm-clerical,0,0,1,0,0,40,0,0
23, ?,184699, HS-grad,9,1, ?,4,1,1,0,0,40,0,0
60,1,154474, HS-grad,9,1, Farming-fishing,4,0,0,0,0,42,0,0
45,0,318280, HS-grad,9,1, Protective-serv,0,0,0,0,0,40,0,1
63,2,254907, Assoc-voc,11,1, Other-service,0,0,1,0,0,20,0,0
41,2,349221, HS-grad,9,1, Craft-repair,3,1,1,0,0,35,0,0
47,2,335973, HS-grad,9,1, Adm-clerical,4,0,1,0,0,40,0,0
44,2,126701, HS-grad,9,1, Craft-repair,4,0,0,0,0,40,0,0
51,2,122159, Some-college,10,1, Prof-specialty,0,0,1,3325,0,40,0,0
46,2,187370, Bachelors,13,1, Sales,0,0,0,0,1504,40,0,0
41,2,194636, Assoc-voc,11,0, Machine-op-inspct,1,0,0,0,0,40,0,0
50,1,124793, HS-grad,9,0, Craft-repair,1,0,0,0,0,30,0,0
47,2,192835, HS-grad,9,0, Adm-clerical,1,0,0,0,0,50,0,1
35,2,290226, HS-grad,9,1, Exec-managerial,0,0,0,0,0,45,0,0
56,2,112840, HS-grad,9,0, Exec-managerial,1,0,0,0,0,55,0,1
45,2,89325, Masters,14,1, Prof-specialty,0,0,0,0,0,45,0,0
48,0,33109, Bachelors,13,1, Exec-managerial,4,0,0,0,0,58,0,1
40,2,82465, Some-college,10,0, Machine-op-inspct,1,0,0,2580,0,40,0,0
39,1,329980, Bachelors,13,0, Exec-managerial,1,0,0,15024,0,50,0,1
20,2,148294, Some-college,10,1, Other-service,3,0,0,0,0,40,0,0
50,2,168212, Doctorate,16,0, Prof-specialty,1,0,0,0,1902,65,0,1
38,0,343642, HS-grad,9,0, Prof-specialty,2,0,1,0,0,40,0,1
23,0,115244, Bachelors,13,1, Prof-specialty,3,0,1,0,0,60,0,0
31,2,162572, HS-grad,9,1, Other-service,3,0,0,0,0,16,0,0
58,2,356067, Bachelors,13,0, Adm-clerical,1,0,0,0,0,40,0,0
66,2,271567, HS-grad,9,1, Machine-op-inspct,0,1,0,0,0,40,0,0
39,1,180804, HS-grad,9,0, Exec-managerial,1,0,0,0,0,40,0,1
54,1,123011, HS-grad,9,0, Craft-repair,1,0,0,15024,0,52,0,1
26,2,109186, Some-college,10,0, Sales,1,0,0,0,0,50,1,0
51,2,220537, HS-grad,9,1, Machine-op-inspct,0,0,1,0,0,40,0,0
34,2,124827, Assoc-voc,11,1, Transport-moving,3,0,0,0,0,40,0,0
50,2,767403, HS-grad,9,0, Machine-op-inspct,1,0,0,3103,0,40,0,1
42,2,118494, Some-college,10,0, Prof-specialty,1,0,0,0,0,44,0,1
38,2,173208, Masters,14,0, Prof-specialty,1,0,0,0,0,25,0,0
48,2,107373, 7th-8th,4,0, Handlers-cleaners,1,0,0,0,0,40,0,0
33,2,26973, Assoc-voc,11,0, Tech-support,2,0,1,0,0,40,0,1
51,2,191965, HS-grad,9,1, Other-service,4,0,1,0,0,32,0,0
22,2,122346, HS-grad,9,1, Craft-repair,0,0,0,0,0,40,0,0
19, ?,117201, HS-grad,9,1, ?,3,0,0,0,0,30,0,0
41,2,198316, Some-college,10,1, Craft-repair,0,0,0,0,0,50,1,0
48,0,123075, Masters,14,0, Prof-specialty,1,0,0,0,0,35,0,1
42,2,209370, HS-grad,9,1, Sales,0,0,1,0,0,30,0,0
34,2,33117, Some-college,10,0, Other-service,1,0,0,0,0,40,0,0
23,2,129042, HS-grad,9,1, Machine-op-inspct,4,1,1,0,0,40,0,0
56,2,169133, HS-grad,9,0, Other-service,1,0,0,0,0,50,1,0
30,2,201624, Bachelors,13,1, Prof-specialty,0,1,0,0,0,45, ?,0
45,2,368561, HS-grad,9,0, Exec-managerial,1,0,0,0,0,55,0,1
48,2,207848, 10th,6,0, Adm-clerical,2,0,1,0,0,40,0,0
48,1,138370, Masters,14,1, Sales,0,2,0,0,0,50,1,0
31,2,93106, Assoc-voc,11,1, Adm-clerical,0,0,1,0,0,40,0,0
20,0,223515, Assoc-acdm,12,1, Other-service,3,0,0,0,1719,20,0,0
27,2,389713, Some-college,10,1, Sales,0,0,0,0,0,40,0,0
32,2,206365, HS-grad,9,1, Other-service,0,1,1,0,0,40,0,0
76, ?,431192, 7th-8th,4,1, ?,0,0,0,0,0,2,0,0
19, ?,241616, HS-grad,9,1, ?,4,0,0,0,2001,40,0,0
66,1,150726, 9th,5,0, Exec-managerial,1,0,0,1409,0,1, ?,0
37,2,123785, HS-grad,9,1, Other-service,0,0,0,0,0,75,0,0
34,2,289984, HS-grad,9,1, Priv-house-serv,4,1,1,0,0,30,0,0
34, ?,164309, 11th,7,0, ?,2,0,1,0,0,8,0,0
90,2,137018, HS-grad,9,1, Other-service,0,0,1,0,0,40,0,0
23,2,137994, Some-college,10,1, Machine-op-inspct,3,1,1,0,0,40,0,0
43,2,341204, Some-college,10,1, Adm-clerical,0,0,1,0,0,40,0,0
44,2,167005, Bachelors,13,0, Exec-managerial,1,0,0,7688,0,60,0,1
24,2,34446, Some-college,10,1, Tech-support,0,0,1,0,0,37,0,0
28,2,187160, Prof-school,15,1, Prof-specialty,4,0,0,0,0,55,0,0
64, ?,196288, Assoc-acdm,12,1, ?,0,0,1,0,0,20,0,0
23,2,217961, Some-college,10,0, Other-service,1,0,0,0,0,40,0,0
20,2,74631, Some-college,10,1, Sales,0,0,1,0,0,50,0,0
36,2,156667, Bachelors,13,0, Prof-specialty,1,0,0,0,1902,50,0,1
61,2,125155, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,40,0,0
53,1,263925, Bachelors,13,0, Sales,1,0,0,0,0,40,1,1
30,2,296453, Bachelors,13,0, Adm-clerical,1,0,0,7298,0,40,0,1
52,1,44728, Some-college,10,0, Sales,1,0,0,0,0,55,0,1
38,2,193026, Some-college,10,1, Craft-repair,0,0,0,0,0,40,1,0
32,2,87643, Bachelors,13,0, Sales,1,0,0,0,0,40,0,0
30,1,106742, 12th,8,0, Transport-moving,1,0,0,0,0,75,0,0
41,2,302122, Assoc-voc,11,1, Craft-repair,0,0,1,0,0,40,0,0
49,0,193960, Masters,14,0, Prof-specialty,1,0,0,0,1902,40,0,1
45,2,185385, HS-grad,9,0, Craft-repair,1,0,0,0,0,47,0,1
43,1,277647, HS-grad,9,0, Exec-managerial,1,0,0,0,0,35,0,0
61,2,128848, HS-grad,9,0, Machine-op-inspct,1,0,0,3471,0,40,0,0
54,2,377701, HS-grad,9,0, Other-service,1,0,0,0,0,32,1,0
34,2,157886, Assoc-acdm,12,1, Other-service,4,0,1,0,0,40,0,0
49,2,175958, Some-college,10,0, Sales,1,0,0,0,0,80,0,1
38,2,223004, Some-college,10,1, Other-service,3,0,0,0,0,40,0,0
35,2,199352, Prof-school,15,0, Prof-specialty,1,0,0,0,1977,80,0,1
36,2,29984, 12th,8,0, Transport-moving,1,0,0,0,0,40,0,0
30,2,181651, Bachelors,13,0, Exec-managerial,1,0,0,0,0,50,0,0
36,2,117312, Assoc-acdm,12,1, Tech-support,0,0,1,0,0,60,0,0
22,0,34029, Bachelors,13,1, Prof-specialty,3,0,1,0,0,20,0,0
38,2,132879, HS-grad,9,0, Craft-repair,1,0,0,0,1902,40,0,1
37,2,215310, HS-grad,9,0, Craft-repair,1,0,0,0,0,50,0,1
48,0,55863, Doctorate,16,0, Prof-specialty,2,0,1,0,1902,46,0,1
17,2,220384, 11th,7,1, Adm-clerical,3,0,0,0,0,15,0,0
19,1,36012, Some-college,10,1, Craft-repair,3,0,0,0,0,20,0,0
27,2,137645, Bachelors,13,1, Sales,0,1,1,0,1590,40,0,0
22,2,191342, Bachelors,13,1, Sales,3,2,0,0,0,50,1,0
49,2,31339, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
43,0,227910, Assoc-voc,11,0, Prof-specialty,2,0,1,0,0,40,0,1
43,2,173728, Bachelors,13,1, Prof-specialty,4,0,1,0,0,40,0,0
19,0,167816, HS-grad,9,1, Exec-managerial,0,0,1,0,0,35,0,0
58,1,81642, HS-grad,9,0, Farming-fishing,1,0,0,0,0,60,0,0
41,0,195258, Some-college,10,0, Protective-serv,1,0,0,0,0,40,0,1
31,2,232475, Some-college,10,0, Adm-clerical,1,0,0,0,0,40,0,0
30,2,241259, Assoc-voc,11,0, Transport-moving,1,0,0,0,0,40,0,0
32,2,118161, HS-grad,9,0, Protective-serv,1,0,0,0,0,40,0,0
29,2,201954, Bachelors,13,1, Exec-managerial,0,0,0,0,0,35,0,0
42,2,150533, Some-college,10,0, Exec-managerial,1,0,0,7298,0,52,0,1
38,2,412296, HS-grad,9,1, Craft-repair,3,0,0,0,0,28,0,0
41,0,133060, Assoc-acdm,12,0, Prof-specialty,1,0,0,0,0,40,0,1
44,1,120539, Bachelors,13,1, Sales,0,0,0,0,0,50,0,1
31,2,196025, Doctorate,16,1, Prof-specialty,0,2,0,0,0,60,1,0
34,2,107793, HS-grad,9,1, Craft-repair,0,0,0,0,0,40,0,0
21,2,163870, Some-college,10,1, Adm-clerical,3,0,0,0,0,40,0,0
22,1,361280, Bachelors,13,1, Prof-specialty,3,2,0,0,0,20,1,0
62,2,92178, 10th,6,0, Machine-op-inspct,1,0,0,0,0,40,0,0
19, ?,80710, HS-grad,9,1, ?,3,0,1,0,0,40,0,0
29,1,260729, HS-grad,9,0, Sales,2,0,1,0,1977,25,0,1
43,2,182254, Some-college,10,1, Prof-specialty,4,0,1,0,0,40,0,0
68, ?,140282, 7th-8th,4,0, ?,1,0,0,0,0,8,0,0
45,1,149865, Bachelors,13,0, Machine-op-inspct,1,0,0,0,0,60,0,1
39,1,218184, 9th,5,0, Exec-managerial,1,0,0,0,1651,40,1,0
41,2,118619, Bachelors,13,0, Exec-managerial,1,1,0,0,0,50,0,0
34,1,196791, Assoc-acdm,12,0, Prof-specialty,2,0,1,0,0,25,0,1
34,0,167999, HS-grad,9,1, Adm-clerical,4,0,1,0,0,33,0,0
31,2,51259, Bachelors,13,1, Prof-specialty,0,0,0,0,0,47,0,0
29,2,131088, HS-grad,9,1, Handlers-cleaners,3,0,0,0,0,25,0,0
41,2,118212, Bachelors,13,0, Craft-repair,1,0,0,3103,0,40,0,1
41,2,293791, Assoc-voc,11,0, Transport-moving,1,0,0,0,0,55,0,0
35,1,289430, Masters,14,0, Sales,1,0,0,0,0,45,1,1
33,2,35378, Bachelors,13,0, Sales,2,0,1,0,0,45,0,1
37,0,60227, Bachelors,13,1, Adm-clerical,0,0,0,0,0,38,0,0
69,2,168139, HS-grad,9,0, Sales,2,0,1,0,0,40,0,0
34,2,290763, HS-grad,9,1, Handlers-cleaners,3,0,1,0,0,40,0,0
60,1,226355, Assoc-voc,11,0, Machine-op-inspct,1,0,0,0,2415,70, ?,1
36,2,51100, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,0
41,2,227644, HS-grad,9,0, Transport-moving,1,0,0,0,0,50,0,0
58,0,205267, Bachelors,13,0, Prof-specialty,2,0,1,0,0,40,0,1
53,2,288020, Bachelors,13,0, Prof-specialty,1,2,0,0,0,40,1,0
29,2,140863, Some-college,10,0, Tech-support,1,0,0,0,0,40,0,0
45,0,170915, HS-grad,9,1, Tech-support,0,0,1,4865,0,40,0,0
34,0,50178, Some-college,10,0, Exec-managerial,1,0,0,0,0,38,0,0
36,2,112497, Bachelors,13,0, Tech-support,1,0,0,0,0,40,0,0
48,2,95244, Some-college,10,1, Other-service,4,1,1,0,0,35,0,0
20,2,117606, Assoc-voc,11,1, Adm-clerical,3,0,1,0,0,40,0,0
35,2,89508, HS-grad,9,0, Transport-moving,1,0,0,0,0,50,0,1
63,0,124244, HS-grad,9,1, Handlers-cleaners,0,1,0,0,0,40,0,0
41,1,154374, Some-college,10,1, Other-service,4,0,0,0,0,45,0,0
28,2,294936, Bachelors,13,0, Prof-specialty,1,0,0,0,0,45,0,0
30,2,347132, Some-college,10,1, Machine-op-inspct,0,1,1,0,0,40,0,0
34, ?,181934, HS-grad,9,1, ?,0,0,1,0,0,40,0,0
31,2,316672, HS-grad,9,1, Other-service,4,0,1,0,0,40,1,0
37,2,189382, Assoc-voc,11,1, Adm-clerical,3,0,1,0,0,38,0,0
42, ?,184018, Some-college,10,1, ?,4,0,0,0,0,40,0,0
31,2,184307, Some-college,10,0, Exec-managerial,1,0,0,0,0,50,1,1
46,1,246212, Masters,14,0, Exec-managerial,1,0,0,0,0,45,0,1
35,0,250504, HS-grad,9,0, Adm-clerical,1,1,0,0,0,60,0,1
27,2,138705, HS-grad,9,0, Craft-repair,1,0,0,0,0,53,0,0
41,2,328447, 1st-4th,2,0, Craft-repair,1,0,0,0,0,35,1,0
19,2,194608, Some-college,10,1, Other-service,3,0,1,0,0,20,0,0
20,2,230891, Some-college,10,1, Sales,0,0,0,0,0,45,0,0
59,0,212448, HS-grad,9,1, Sales,4,0,1,0,0,40,1,0
40,2,214010, Bachelors,13,1, Other-service,0,0,0,0,0,37,0,0
56,1,200235, Some-college,10,0, Sales,1,0,0,0,0,60,0,0
33,2,354573, Masters,14,0, Prof-specialty,1,0,0,15024,0,44,0,1
30,1,205733, Some-college,10,1, Exec-managerial,0,0,1,0,0,60,0,0
46,2,185041, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,50,0,0
61,1,84409, HS-grad,9,0, Exec-managerial,1,0,0,0,0,35,0,1
50,1,293196, HS-grad,9,0, Exec-managerial,1,0,0,7298,0,40,0,1
25,2,241626, HS-grad,9,1, Other-service,3,0,0,0,0,30,0,0
40,2,520586, Some-college,10,1, Adm-clerical,4,0,1,0,0,39,0,0
24, ?,35633, Some-college,10,1, ?,0,0,0,0,0,40, ?,0
51,2,302847, HS-grad,9,0, Craft-repair,1,0,0,0,0,54,0,0
43,0,165309, HS-grad,9,0, Protective-serv,1,0,0,0,0,40,0,0
34,2,117529, Some-college,10,0, Farming-fishing,1,0,0,0,0,54,1,0
46,2,106092, HS-grad,9,0, Exec-managerial,1,0,0,0,0,45,0,1
28,0,445824, Masters,14,0, Prof-specialty,2,0,1,0,0,50,0,1
26,2,227332, Bachelors,13,1, Transport-moving,4,2,0,0,0,40, ?,0
20,2,275691, HS-grad,9,1, Handlers-cleaners,3,0,0,0,0,28,0,0
44,2,193459, Assoc-voc,11,0, Craft-repair,1,0,0,3411,0,40,0,0
51,2,284329, HS-grad,9,1, Transport-moving,4,0,0,0,0,40,0,0
33,2,114691, Bachelors,13,0, Sales,1,0,0,0,0,60,0,1
54,2,96062, Assoc-acdm,12,0, Tech-support,1,0,0,0,0,40,0,1
50,2,133963, Bachelors,13,0, Prof-specialty,2,0,1,0,1977,40,0,1
33,2,178506, HS-grad,9,1, Adm-clerical,0,1,1,0,0,40,0,0
65,2,350498, Bachelors,13,0, Adm-clerical,1,0,0,10605,0,20,0,1
22, ?,131573, Some-college,10,1, ?,3,0,1,0,0,8,0,0
88,1,206291, Prof-school,15,0, Prof-specialty,1,0,0,0,0,40,0,0
40,2,182302, HS-grad,9,1, Transport-moving,0,0,0,0,0,40,0,0
51,2,241346, HS-grad,9,1, Adm-clerical,0,0,1,0,0,43,0,0
50,2,157043, 11th,7,1, Other-service,0,1,1,0,0,40,0,0
25,2,404616, Masters,14,0, Farming-fishing,0,0,0,0,0,99,0,1
20,2,411862, Assoc-voc,11,1, Other-service,0,0,0,0,0,30,0,0
47,2,183013, HS-grad,9,0, Other-service,1,0,0,0,0,40,0,0
58, ?,169982, Some-college,10,0, ?,1,0,0,0,0,40,0,1
22,2,188544, Assoc-voc,11,1, Adm-clerical,3,0,1,0,0,30,0,0
50,0,356619, HS-grad,9,0, Prof-specialty,1,0,0,0,0,48,0,1
47,2,45857, HS-grad,9,1, Adm-clerical,4,0,1,0,0,40,0,0
24,0,289886, 11th,7,1, Other-service,0,2,0,0,0,45,0,0
50, ?,146015, HS-grad,9,0, ?,1,0,0,0,0,40,0,1
40,2,216237, Bachelors,13,1, Exec-managerial,0,0,1,0,0,45,0,1
36,2,416745, Bachelors,13,0, Prof-specialty,1,0,0,0,0,40,0,0
32,2,202952, HS-grad,9,0, Adm-clerical,1,0,0,0,0,40,0,0
44,2,167725, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
51, ?,165637, Masters,14,0, ?,1,0,0,0,0,40,0,0
59,0,43280, Some-college,10,1, Exec-managerial,3,1,1,0,0,40,0,0
65,2,118779, HS-grad,9,0, Craft-repair,1,0,0,0,0,30,0,0
24,0,191269, Bachelors,13,1, Adm-clerical,0,0,1,0,0,65,0,0
27,0,247507, Bachelors,13,1, Prof-specialty,3,0,0,0,0,35,0,0
51,2,239155, Assoc-voc,11,1, Other-service,0,0,0,0,0,40,0,0
48,2,182862, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,1
39,2,33886, HS-grad,9,0, Transport-moving,1,0,0,0,0,60,0,0
28,2,444304, Bachelors,13,0, Tech-support,1,0,0,0,0,40,0,0
19,2,187161, Some-college,10,1, Other-service,3,0,1,0,0,25,0,0
49,0,116892, Bachelors,13,1, Prof-specialty,0,1,1,0,0,40,0,0
51,0,176813, Assoc-acdm,12,0, Prof-specialty,1,0,0,0,0,60,0,0
59,2,151616, Masters,14,0, Prof-specialty,1,0,0,0,0,55,0,0
18,2,240747, HS-grad,9,1, Machine-op-inspct,3,0,1,0,0,40,1,0
50,2,75472, HS-grad,9,0, Craft-repair,1,0,0,4386,0,40, ?,0
45,0,320818, HS-grad,9,0, Adm-clerical,1,1,0,0,0,80,0,1
30,0,235271, Bachelors,13,0, Prof-specialty,1,0,0,0,0,50,0,1
37,2,166497, Bachelors,13,1, Craft-repair,0,0,0,0,0,35,0,0
44,2,344060, Bachelors,13,1, Other-service,0,0,0,0,0,40,0,1
33,2,221196, Some-college,10,0, Craft-repair,1,1,0,0,0,40,0,0
61,1,113544, Masters,14,0, Sales,1,0,0,0,0,40,0,1
61,0,321117, HS-grad,9,0, Protective-serv,1,0,0,0,0,40,0,0
38,2,79619, Bachelors,13,0, Sales,1,0,0,0,0,42,0,1
22, ?,42004, Some-college,10,1, ?,3,0,0,0,0,30,0,0
36,2,135289, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,45,0,0
44,1,320984, Some-college,10,0, Sales,1,0,0,5178,0,60,0,1
37,2,203070, Some-college,10,1, Adm-clerical,3,0,0,0,0,62,0,0
31,2,32406, Some-college,10,1, Craft-repair,4,0,1,0,0,20,0,0
54,2,99185, Doctorate,16,0, Prof-specialty,1,0,0,15024,0,45,0,1
20,2,205839, Some-college,10,1, Other-service,3,0,0,0,0,16,0,0
63, ?,150389, Bachelors,13,1, ?,0,0,1,0,0,40,0,1
48,1,243631, Some-college,10,0, Craft-repair,1,1,0,7688,0,40,0,1
33, ?,163003, HS-grad,9,1, ?,0,2,1,0,0,41,1,0
31,2,231263, Bachelors,13,1, Exec-managerial,0,0,0,4650,0,45,0,0
38,2,200818, Prof-school,15,0, Prof-specialty,1,0,0,0,0,40,0,1
45,1,247379, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,1
48,2,349151, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
53,2,22154, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,0
55,2,176317, HS-grad,9,1, Adm-clerical,3,0,1,0,0,40,0,0
38,2,22245, Masters,14,0, Transport-moving,1,0,0,0,0,72, ?,1
29,2,236436, HS-grad,9,1, Adm-clerical,0,0,1,0,0,40,0,0
36,2,354078, Bachelors,13,0, Prof-specialty,1,0,0,0,0,60,0,1
42,1,166813, Some-college,10,0, Farming-fishing,1,0,0,0,0,60,0,0
50,2,358740, HS-grad,9,1, Adm-clerical,4,0,1,0,0,40,1,0
75,1,208426, Prof-school,15,0, Prof-specialty,1,0,0,0,0,35,0,0
46,2,265266, Bachelors,13,0, Prof-specialty,1,0,0,0,1902,40,0,1
52,0,31838, HS-grad,9,1, Adm-clerical,4,0,1,0,0,40,0,0
27,2,175034, Bachelors,13,1, Adm-clerical,0,0,1,0,0,40,0,0
43,2,413297, HS-grad,9,0, Craft-repair,1,0,0,0,0,45,0,0
31,2,106347, 11th,7,1, Other-service,0,1,1,0,0,42,0,0
23,2,174754, Some-college,10,1, Sales,0,0,1,0,0,30,0,0
34,2,441454, HS-grad,9,1, Sales,0,0,1,0,0,24,0,0
41,1,209344, HS-grad,9,0, Sales,5,0,1,0,0,40,1,0
31,2,185732, HS-grad,9,1, Other-service,3,0,1,0,0,30,0,0
42,2,65372, Some-college,10,1, Adm-clerical,3,0,1,0,0,40,0,0
35,2,33975, Masters,14,1, Prof-specialty,0,0,0,0,0,45,0,1
55,2,326297, HS-grad,9,1, Adm-clerical,0,0,1,0,0,25,0,0
36,0,194630, HS-grad,9,1, Exec-managerial,0,0,1,0,0,40,0,0
65,1,167414, HS-grad,9,0, Exec-managerial,1,0,0,0,0,59,0,1
38,0,165799, Some-college,10,1, Other-service,0,0,0,0,0,12,0,0
62,2,192866, Some-college,10,1, Other-service,0,0,1,0,0,20,0,0
54,1,166459, Prof-school,15,0, Prof-specialty,1,0,0,99999,0,60,0,1
49,2,148995, HS-grad,9,1, Adm-clerical,0,0,0,0,0,40,0,0
34,2,190040, HS-grad,9,0, Adm-clerical,2,0,1,0,0,40,0,0
32,2,209432, HS-grad,9,1, Handlers-cleaners,3,0,1,0,0,40,0,0
51,1,229465, Masters,14,0, Exec-managerial,1,0,0,15024,0,50,0,1
48,1,397466, Some-college,10,0, Exec-managerial,1,0,0,0,0,60,0,0
30,2,283767, HS-grad,9,0, Adm-clerical,1,0,0,0,0,40, ?,0
52,0,202452, HS-grad,9,1, Adm-clerical,0,0,1,0,0,43,0,0
28,1,218555, Some-college,10,1, Transport-moving,0,0,0,0,1762,40,0,0
29,2,128604, HS-grad,9,0, Craft-repair,1,2,0,0,0,40,0,0
38,2,65466, Bachelors,13,1, Adm-clerical,0,0,1,0,0,50,0,0
57,2,141326, HS-grad,9,0, Sales,1,0,0,0,0,50,0,1
43,0,369468, Bachelors,13,0, Prof-specialty,1,0,0,0,0,40,0,1
37,0,136137, Some-college,10,1, Adm-clerical,0,0,0,0,0,40,0,0
30,2,236770, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
53,2,89534, HS-grad,9,0, Transport-moving,1,0,0,0,0,48,0,1
69, ?,195779, Assoc-voc,11,1, ?,0,0,1,0,0,1,0,0
73,2,29778, HS-grad,9,1, Other-service,0,0,1,0,0,37,0,0
22,1,153516, Some-college,10,1, Craft-repair,3,0,0,0,0,35,0,0
31,2,163594, HS-grad,9,1, Sales,0,0,1,0,0,45,0,0
38,2,189623, Bachelors,13,0, Prof-specialty,1,0,0,0,1887,40,0,1
50,1,343748, Some-college,10,0, Craft-repair,1,0,0,0,0,35,0,0
37,2,387430, Some-college,10,0, Adm-clerical,1,0,0,0,0,37,0,0
44,0,409505, Bachelors,13,1, Protective-serv,0,0,0,0,0,40,0,0
47,2,200734, Bachelors,13,1, Exec-managerial,4,1,1,0,0,45,0,0
27,2,115831, Some-college,10,0, Other-service,1,0,0,0,0,40,0,0
28,2,150296, Assoc-acdm,12,1, Other-service,0,0,1,0,0,80,0,0
25,2,323545, HS-grad,9,1, Tech-support,0,1,1,0,0,40,0,0
20,2,232577, Some-college,10,1, Other-service,4,0,1,0,0,40,0,0
51,0,152754, Bachelors,13,0, Adm-clerical,1,0,0,0,0,40,0,1
46,2,129007, Bachelors,13,0, Sales,1,0,0,0,1977,40,0,1
67,2,171584, Bachelors,13,0, Protective-serv,1,0,0,6514,0,7,0,1
47,2,386136, HS-grad,9,0, Transport-moving,1,0,0,0,0,35,0,0
42,2,342865, HS-grad,9,0, Sales,1,0,0,0,0,40,0,0
52,2,186785, HS-grad,9,1, Sales,0,0,0,0,1876,50,0,0
42,0,158926, Assoc-acdm,12,1, Prof-specialty,4,2,1,0,0,40,1,1
65, ?,36039, HS-grad,9,0, ?,1,0,0,0,0,40,0,1
21,2,164019, Some-college,10,1, Farming-fishing,3,1,0,0,0,10,0,0
50,2,88926, HS-grad,9,0, Adm-clerical,2,0,1,5178,0,40,0,1
46,2,188861, Some-college,10,0, Transport-moving,1,0,0,0,0,40,0,0
47,1,370119, Bachelors,13,0, Sales,1,0,0,15024,0,50,0,1
57,2,182062, 10th,6,0, Other-service,1,0,0,0,0,40,0,0
37,2,37238, Bachelors,13,1, Exec-managerial,0,0,0,0,0,45,0,0
50,2,421132, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
58, ?,178660, 12th,8,0, ?,1,0,0,0,0,40,0,0
63,1,795830, 1st-4th,2,1, Other-service,4,0,1,0,0,30,1,0
39,2,278403, HS-grad,9,0, Transport-moving,1,0,0,0,0,65,0,0
46,2,279661, Masters,14,0, Prof-specialty,1,1,0,0,0,35,0,0
36,2,113397, HS-grad,9,0, Handlers-cleaners,1,0,0,0,0,40,0,0
26,2,280093, 5th-6th,3,0, Craft-repair,1,0,0,0,1628,50,0,0
